0.0723750591278,	3,	1.91871631145,	0.0225076656789,	-2.31957793236,	-12.1362323761,	19.7500286102,	-20.3934192657,	-0.0518955588341,	2.16717028618,	-0.785974562168,	-0.00341857224703,	0.00548777496442,	0.00369442440569
0.0753560066223,	3,	1.91866540909,	0.0224693547934,	-2.31944727898,	-21.8453445435,	35.4134674072,	-36.7072067261,	-0.0550821274519,	2.16717028618,	-0.782867908478,	-0.00229761376977,	0.00639412039891,	0.00360540207475
0.0849640369415,	3,	1.91863679886,	0.0224149823189,	-2.31932687759,	-29.6126346588,	47.9442176819,	-49.7582359314,	-0.053261231631,	2.16006493568,	-0.781314611435,	-0.00120367109776,	0.00727862631902,	0.0035185245797
0.0985679626465,	3,	1.91861522198,	0.0223831441253,	-2.31899690628,	-35.3849411011,	57.8346443176,	-60.472946167,	-0.0550821274519,	2.16209506989,	-0.782867908478,	-0.00117466598749,	0.00606465665624,	0.0034337406978
0.109201908112,	3,	1.91861510277,	0.0223399214447,	-2.3185813427,	-40.002784729,	65.7469863892,	-69.0447158813,	-0.0541716814041,	2.16818547249,	-0.789081156254,	-0.0021849386394,	0.00695710163563,	0.00335100013763
0.128715991974,	3,	1.91860234737,	0.0223157741129,	-2.31821751595,	-43.9912338257,	72.3487472534,	-75.7665939331,	-0.0541716814041,	2.16412520409,	-0.787527859211,	-0.0031708702445,	0.00575087964535,	0.0022316724062
0.131098985672,	3,	1.91853404045,	0.0222649201751,	-2.31783223152,	-47.1819953918,	77.6301574707,	-81.1440963745,	-0.0537164583802,	2.17021560669,	-0.781314611435,	-0.00205588340759,	0.00561230443418,	0.00425505917519
0.148524045944,	3,	1.91854393482,	0.0222053900361,	-2.3176305294,	-49.8819541931,	81.7175674438,	-85.3077468872,	-0.0509851127863,	2.16615533829,	-0.790634512901,	-0.00304492563009,	0.00547706801444,	0.00311394687742
0.158940076828,	3,	1.9185346365,	0.0221609435976,	-2.31746411324,	-52.0419197083,	84.9874954224,	-88.638671875,	-0.0518955588341,	2.16412520409,	-0.787527859211,	-0.00297155231237,	0.00430650915951,	0.00303891208023
0.168823003769,	3,	1.91850793362,	0.022129226476,	-2.31719827652,	-53.475315094,	87.7422943115,	-91.5791625977,	-0.053261231631,	2.17021560669,	-0.785974562168,	-0.00186136737466,	0.00420273793861,	0.00296568498015
0.190997123718,	3,	1.91854226589,	0.0221066903323,	-2.3169157505,	-54.6220321655,	89.9461364746,	-93.9315567017,	-0.054626904428,	2.17123055458,	-0.792187809944,	-0.000777937471867,	0.00514004845172,	0.00289422273636
0.198657989502,	3,	1.91854190826,	0.0220665056258,	-2.31668138504,	-55.8338317871,	91.7079391479,	-95.6760406494,	-0.0523507855833,	2.17021560669,	-0.789081156254,	-0.00179776921868,	0.00501619186252,	0.002824482508
0.203315019608,	3,	1.91853439808,	0.0220375321805,	-2.31646728516,	-56.8032722473,	93.1173782349,	-97.0716323853,	-0.053261231631,	2.16412520409,	-0.785974562168,	-0.0017544478178,	0.00489531969652,	0.00275642238557
0.219120025635,	3,	1.91851198673,	0.0220139529556,	-2.31627035141,	-57.7264022827,	93.8350524902,	-98.1852340698,	-0.0537164583802,	2.16514015198,	-0.784421265125,	-0.0017121732235,	0.00477736024186,	0.0026900023222
0.2385160923,	3,	1.91847622395,	0.022013803944,	-2.31606411934,	-58.4649047852,	94.4091873169,	-99.0761184692,	-0.0564478002489,	2.17427587509,	-0.785974562168,	-0.00167091563344,	0.0046622431837,	0.00262518320233
0.24137711525,	3,	1.91843390465,	0.021981459111,	-2.31593871117,	-59.0552024841,	95.4148254395,	-99.7926177979,	-0.0523507855833,	2.16412520409,	-0.781314611435,	-0.00163065269589,	0.00454990006983,	0.00256192591041
