0.061350107193,	0,	-1.72397208214,	0.247163847089,	-2.88194084167,	-13.9278764725,	-3.09357523918,	2.98123669624,	-0.863105118275,	-3.38058495522,	-0.521911978722,	0.00831100344658,	0.0312940776348,	-0.16684691608
0.0742650032043,	3,	-1.72387135029,	0.245928555727,	-2.88221025467,	-25.0702514648,	-5.7030134201,	5.09241580963,	-0.862194657326,	-3.43435883522,	-0.514145433903,	0.00187925249338,	0.0191156119108,	-0.0963573232293
0.085608959198,	3,	-1.72378540039,	0.246189683676,	-2.88248538971,	-33.9841537476,	-7.79056406021,	6.78135871887,	-0.863560318947,	-3.41643428802,	-0.503272235394,	-0.00439751893282,	-0.00419379072264,	0.023324213922
0.0989511013031,	3,	-1.72369349003,	0.247632667422,	-2.882584095,	-40.9679985046,	-9.32589244843,	8.40629768372,	-0.864470779896,	-3.36983036995,	-0.501718938351,	-0.00221439450979,	-0.0227871965617,	0.116234481335
0.109436988831,	3,	-1.72362399101,	0.249301657081,	-2.88257098198,	-46.5550727844,	-10.5541553497,	9.70624923706,	-0.866746902466,	-3.33398103714,	-0.50948548317,	0.00199329108,	-0.0274310130626,	0.132128104568
0.121748924255,	3,	-1.72364902496,	0.250281691551,	-2.88268589973,	-51.1717567444,	-11.3983125687,	10.4705305099,	-0.869023025036,	-3.29813170433,	-0.523465275764,	0.00506100058556,	-0.0132684698328,	0.0728609263897
0.133463144302,	3,	-1.72379183769,	0.250100195408,	-2.88292384148,	-54.8651046753,	-12.073638916,	11.0819559097,	-0.869933485985,	-3.30530166626,	-0.531231820583,	-0.000253856182098,	0.00678429380059,	-0.0213284809142
0.145887136459,	3,	-1.72414684296,	0.249114573002,	-2.88326358795,	-57.819683075,	-12.4783201218,	11.7075271606,	-0.868112564087,	-3.30888652802,	-0.538998365402,	-0.0127107128501,	0.0253152772784,	-0.086245149374
0.157237052917,	3,	-1.72465634346,	0.248125255108,	-2.8837044239,	-60.1833457947,	-12.8020648956,	12.2079849243,	-0.869933485985,	-3.31247138977,	-0.540551662445,	-0.0238288231194,	0.0340524986386,	-0.0872827023268
0.169924974442,	3,	-1.72506308556,	0.247849911451,	-2.88414335251,	-62.2217254639,	-13.334359169,	12.6102714539,	-0.870388686657,	-3.3196413517,	-0.517252027988,	-0.0284475423396,	0.0238847285509,	-0.0290961228311
0.181370019913,	3,	-1.72525703907,	0.248326078057,	-2.88444280624,	-63.852432251,	-13.7601947784,	12.9321012497,	-0.867202103138,	-3.3196413517,	-0.506378889084,	-0.0194534100592,	0.00253757019527,	0.0328812785447
0.193923950195,	3,	-1.72507059574,	0.249006718397,	-2.88450217247,	-65.1571731567,	-14.239449501,	13.4652700424,	-0.864925980568,	-3.34473586082,	-0.503272235394,	0.00594129413366,	-0.0131022930145,	0.0528605803847
0.205363035202,	3,	-1.72458839417,	0.248921558261,	-2.88439536095,	-66.2009658813,	-14.6228532791,	13.8918046951,	-0.860373735428,	-3.36624526978,	-0.50948548317,	0.0307240746915,	-0.0117479935288,	-0.00657371245325
0.217700004578,	3,	-1.72398364544,	0.24770155549,	-2.88430500031,	-67.3300704956,	-14.653673172,	13.8190526962,	-0.862649857998,	-3.4092643261,	-0.518805325031,	0.0414081290364,	-0.00523342285305,	-0.0988490357995
0.232495069504,	3,	-1.72353196144,	0.24619333446,	-2.88433837891,	-68.2333526611,	-14.6783294678,	13.7608509064,	-0.862194657326,	-3.45228362083,	-0.531231820583,	0.0331402756274,	0.00112417037599,	-0.119315907359
0.242305040359,	3,	-1.72344338894,	0.245909705758,	-2.88444685936,	-68.9560623169,	-14.7010602951,	14.1264266968,	-0.863105118275,	-3.41643428802,	-0.532785117626,	0.00949293375015,	-0.00201866147108,	-0.0219299457967
0.253731012344,	3,	-1.72382307053,	0.247448757291,	-2.88459944725,	-69.5342254639,	-14.719244957,	14.4188871384,	-0.867657363415,	-3.34115076065,	-0.532785117626,	-0.021893247962,	-0.0144329927862,	0.120884105563
0.266189098358,	3,	-1.7245247364,	0.250210374594,	-2.88487076759,	-69.9970855713,	-15.1415348053,	14.3809404373,	-0.873120009899,	-3.26586747169,	-0.52657186985,	-0.0442419759929,	-0.0186898931861,	0.215600132942
0.277411937714,	3,	-1.72529006004,	0.252672463655,	-2.8852558136,	-70.3673706055,	-15.4793672562,	14.3505830765,	-0.874485731125,	-3.19058394432,	-0.521911978722,	-0.0442144870758,	-0.00369939836673,	0.186517581344
0.289845943451,	3,	-1.72578215599,	0.253107726574,	-2.885638237,	-70.3689498901,	-15.4762010574,	14.3243503571,	-0.872209608555,	-3.20133876801,	-0.514145433903,	-0.0275703594089,	0.0202771108598,	0.0231202729046
0.303131103516,	3,	-1.72592175007,	0.250956565142,	-2.88589859009,	-70.3702087402,	-15.4736680984,	14.3033638,	-0.868567764759,	-3.26945233345,	-0.514145433903,	-0.00717297196388,	0.0405601263046,	-0.184114485979
0.31379699707,	3,	-1.7256925106,	0.247267395258,	-2.88611698151,	-70.37109375,	-15.335059166,	14.2856273651,	-0.862194657326,	-3.3913397789,	-0.517252027988,	0.0141115300357,	0.0512023754418,	-0.300115019083
0.325389146805,	3,	-1.72526586056,	0.24428935349,	-2.88628530502,	-70.3718032837,	-15.2241725922,	14.2714385986,	-0.858097612858,	-3.46662330627,	-0.525018572807,	0.0279464572668,	0.0352389998734,	-0.237325742841
0.340070009232,	3,	-1.7248800993,	0.243633061647,	-2.88629961014,	-70.5198440552,	-15.4097633362,	14.3993864059,	-0.859918534756,	-3.48096299171,	-0.523465275764,	0.0210415609181,	-0.00403763260692,	-0.0488167703152
0.349740982056,	3,	-1.72466289997,	0.245628267527,	-2.88614273071,	-70.6382751465,	-15.5582361221,	14.501745224,	-0.863105118275,	-3.4092643261,	-0.523465275764,	0.0101487264037,	-0.0465221628547,	0.161114349961
0.361804962158,	3,	-1.72452116013,	0.249229371548,	-2.88605093956,	-70.4384689331,	-15.5391616821,	14.4452543259,	-0.868112564087,	-3.34473586082,	-0.514145433903,	0.00589182600379,	-0.060357093811,	0.28988558054
0.373826980591,	3,	-1.72454154491,	0.25244730711,	-2.88600921631,	-70.2786254883,	-15.5239019394,	14.4000616074,	-0.871754348278,	-3.22284841537,	-0.514145433903,	0.00376337394118,	-0.0465221628547,	0.248380810022
0.385967969894,	3,	-1.72458553314,	0.253492504358,	-2.88602828979,	-70.2978286743,	-15.3752470016,	14.362985611,	-0.873120009899,	-3.22643327713,	-0.511038780212,	0.000556949526072,	-0.0163208786398,	0.0720684155822
0.397758960724,	3,	-1.72469818592,	0.252188235521,	-2.88618683815,	-70.3131866455,	-15.2563228607,	14.3333244324,	-0.872664809227,	-3.26945233345,	-0.520358622074,	-0.00153363496065,	0.0224998965859,	-0.115574195981
