0.0574700832367,	1,	-1.60213959217,	-0.734143137932,	1.06305837631,	6.38522768021,	-4.8085694313,	-2.77994155884,	3.22046709061,	-3.56700110435,	-0.111838273704,	-0.00214847177267,	-0.00102800002787,	0.00107219908386
0.0739889144897,	1,	-1.60216701031,	-0.734083473682,	1.06326556206,	11.7873086929,	-9.20148658752,	-5.00015687943,	3.20869922638,	-3.58851075172,	-0.114944897592,	-0.00105812400579,	3.53521900252e-05,	-0.00310796126723
0.0828340053558,	1,	-1.60214722157,	-0.734019815922,	1.06369423866,	16.1089725494,	-12.7158203125,	-6.77632904053,	3.20673799515,	-3.57058620453,	-0.110284969211,	-0.00103262811899,	0.00211166264489,	0.00112125370651
0.0937209129333,	1,	-1.6021296978,	-0.733798205853,	1.06326985359,	19.4197330475,	-14.8445100784,	-8.20197868347,	3.20869922638,	-3.6171901226,	-0.108731657267,	-0.00100774690509,	-1.63831282407e-05,	0.00420997850597
0.105520009995,	1,	-1.60217320919,	-0.733758866787,	1.06277704239,	22.0683403015,	-16.5474624634,	-9.34249782562,	3.21458315849,	-3.58134078979,	-0.11805151403,	-0.000983465462923,	-1.59883638844e-05,	-0.00108437240124
0.120429992676,	1,	-1.60222244263,	-0.733681976795,	1.06235802174,	23.8928260803,	-17.9100914001,	-10.2548618317,	3.21262192726,	-3.58851075172,	-0.119604825974,	-0.000959768891335,	-1.56031455845e-05,	-1.96620821953e-05
0.129833936691,	1,	-1.60224533081,	-0.733560025692,	1.06206572056,	25.3524131775,	-19.0001945496,	-10.984752655,	3.21654462814,	-3.59209561348,	-0.113391585648,	-0.000936642289162,	-0.00105380825698,	0.00413513649255
0.141864061356,	1,	-1.60224938393,	-0.733381867409,	1.06143224239,	26.814207077,	-20.1461753845,	-11.4294433594,	3.21066069603,	-3.62077498436,	-0.113391585648,	-0.000914074480534,	1.01658515632e-05,	0.000919750891626
0.15437912941,	1,	-1.60221552849,	-0.733382046223,	1.06096708775,	27.9836425781,	-21.062959671,	-11.7851953506,	3.18908619881,	-3.55624651909,	-0.105625040829,	-0.00193062797189,	0.0020870831795,	-0.00429531745613
0.165786981583,	1,	-1.60223567486,	-0.7332046628,	1.06036448479,	28.7722930908,	-21.5213527679,	-12.3464241028,	3.19497013092,	-3.59926557541,	-0.113391585648,	-0.00188410654664,	-4.03702724725e-05,	0.00203967094421
0.177788972855,	1,	-1.60224056244,	-0.733085393906,	1.06002247334,	29.403213501,	-21.8880672455,	-12.7954072952,	3.21066069603,	-3.58851075172,	-0.110284969211,	-0.000800129026175,	-0.00107797863893,	0.00406768452376
0.190375089645,	1,	-1.60231673717,	-0.733099758625,	1.05970239639,	30.2022247314,	-22.3177528381,	-13.1536979675,	3.2302737236,	-3.58492588997,	-0.122711442411,	-0.00078085064888,	-0.00105200323742,	-0.00122323725373
0.201533079147,	1,	-1.60234081745,	-0.733152925968,	1.05937123299,	30.8414344788,	-22.6615009308,	-13.4403305054,	3.23223495483,	-3.57775592804,	-0.113391585648,	-0.000762034207582,	-0.00102665380109,	-0.00223234295845
0.214079141617,	1,	-1.60233712196,	-0.732967019081,	1.0589710474,	31.2053508759,	-23.2097988129,	-13.6677160263,	3.20869922638,	-3.60643529892,	-0.110284969211,	-0.000743672251701,	-0.00100191519596,	0.00509151630104
0.225484132767,	1,	-1.60230195522,	-0.73280775547,	1.05873668194,	31.4964847565,	-23.6484375,	-13.8496236801,	3.18124103546,	-3.58134078979,	-0.105625040829,	-0.000725753605366,	6.08084956184e-05,	0.00185308605433
0.237867116928,	1,	-1.60228168964,	-0.732725977898,	1.05868577957,	31.729391098,	-23.9993476868,	-13.9951505661,	3.18124103546,	-3.58134078979,	-0.105625040829,	-0.000708267092705,	-0.000979237840511,	-0.00442305300385
0.249616146088,	1,	-1.6023247242,	-0.732677102089,	1.05895924568,	31.9157161713,	-24.2800750732,	-14.111571312,	3.20869922638,	-3.57775592804,	-0.114944897592,	-0.00172977894545,	-0.000955641735345,	0.000876432284713
0.261820077896,	1,	-1.60238933563,	-0.732579290867,	1.05908489227,	31.9176483154,	-24.3702144623,	-13.9308719635,	3.24204158783,	-3.62436008453,	-0.122711442411,	-0.0016880966723,	0.00010596687207,	0.00293247587979
0.274739027023,	1,	-1.60238683224,	-0.732609689236,	1.0592726469,	31.9191951752,	-24.442325592,	-13.7863130569,	3.24008011818,	-3.59926557541,	-0.11805151403,	-0.000608842819929,	0.00321915699169,	-0.00233109202236
0.285917043686,	1,	-1.60240268707,	-0.732575774193,	1.05964028835,	31.7734088898,	-24.3615627289,	-13.9463453293,	3.21262192726,	-3.57775592804,	-0.114944897592,	0.000444408506155,	-0.00101273762994,	0.00084082223475
0.297928094864,	1,	-1.60241794586,	-0.732389390469,	1.05992519855,	31.6567802429,	-24.2969512939,	-14.0743703842,	3.1988928318,	-3.59568047523,	-0.113391585648,	-0.000604882836342,	-0.000988334300928,	0.00601346697658
0.30993103981,	1,	-1.60239589214,	-0.732299387455,	1.06012904644,	31.7106513977,	-24.2461299896,	-14.0394382477,	3.21066069603,	-3.60285043716,	-0.108731657267,	-0.000590305775404,	7.40621471778e-05,	-0.000362922437489
0.323704004288,	1,	-1.60236799717,	-0.732283532619,	1.06032848358,	31.7537479401,	-24.2054729462,	-14.0114917755,	3.21262192726,	-3.59209561348,	-0.107178345323,	-0.000576082617044,	7.22775002941e-05,	-0.00346992071718
0.334253072739,	1,	-1.60241401196,	-0.732214808464,	1.06059992313,	31.7882766724,	-24.1709442139,	-14.2638921738,	3.20869922638,	-3.58851075172,	-0.122711442411,	0.000476382672787,	7.05359270796e-05,	0.000768016092479
